sample_id,true_label,true_label_name,stage1_prediction,stage1_prediction_name,stage1_correct,group_count,raw_ipw,ipw
43,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
44,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
45,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
46,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
47,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
48,7,身份盗窃,1,客服诈骗,0,28,327.25,12.540244632623384
49,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
50,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
51,1,客服诈骗,1,客服诈骗,1,1184,7.73902027027027,0.606557546287627
52,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
53,2,银行诈骗,1,客服诈骗,0,396,23.13888888888889,1.8135457949609861
54,1,客服诈骗,1,客服诈骗,1,1184,7.73902027027027,0.606557546287627
55,1,客服诈骗,1,客服诈骗,1,1184,7.73902027027027,0.606557546287627
56,2,银行诈骗,2,银行诈骗,1,1018,9.00098231827112,0.7054657512814838
57,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
58,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
59,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
60,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
61,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
62,7,身份盗窃,7,身份盗窃,1,57,160.75438596491227,12.540244632623384
63,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
64,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
65,5,彩票诈骗,5,彩票诈骗,1,326,28.107361963190183,2.202957468725615
66,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
67,2,银行诈骗,2,银行诈骗,1,1018,9.00098231827112,0.7054657512814838
68,1,客服诈骗,1,客服诈骗,1,1184,7.73902027027027,0.606557546287627
69,2,银行诈骗,2,银行诈骗,1,1018,9.00098231827112,0.7054657512814838
70,3,投资诈骗,3,投资诈骗,1,679,13.494845360824742,1.0576791381510315
71,2,银行诈骗,2,银行诈骗,1,1018,9.00098231827112,0.7054657512814838
72,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
73,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
74,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
75,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
76,2,银行诈骗,2,银行诈骗,1,1018,9.00098231827112,0.7054657512814838
77,6,绑架诈骗,6,绑架诈骗,1,227,40.36563876651982,3.163718655526654
78,1,客服诈骗,1,客服诈骗,1,1184,7.73902027027027,0.606557546287627
79,2,银行诈骗,7,身份盗窃,0,396,23.13888888888889,1.8135457949609861
80,2,银行诈骗,4,钓鱼诈骗,0,396,23.13888888888889,1.8135457949609861
81,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
82,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
83,3,投资诈骗,3,投资诈骗,1,679,13.494845360824742,1.0576791381510315
84,3,投资诈骗,3,投资诈骗,1,679,13.494845360824742,1.0576791381510315
85,2,银行诈骗,2,银行诈骗,1,1018,9.00098231827112,0.7054657512814838
86,1,客服诈骗,1,客服诈骗,1,1184,7.73902027027027,0.606557546287627
87,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
88,2,银行诈骗,4,钓鱼诈骗,0,396,23.13888888888889,1.8135457949609861
89,2,银行诈骗,2,银行诈骗,1,1018,9.00098231827112,0.7054657512814838
90,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
91,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
92,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
93,1,客服诈骗,1,客服诈骗,1,1184,7.73902027027027,0.606557546287627
94,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
95,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
96,1,客服诈骗,1,客服诈骗,1,1184,7.73902027027027,0.606557546287627
97,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
98,3,投资诈骗,3,投资诈骗,1,679,13.494845360824742,1.0576791381510315
99,2,银行诈骗,4,钓鱼诈骗,0,396,23.13888888888889,1.8135457949609861
100,2,银行诈骗,2,银行诈骗,1,1018,9.00098231827112,0.7054657512814838
101,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
102,7,身份盗窃,7,身份盗窃,1,57,160.75438596491227,12.540244632623384
103,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
104,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
105,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
106,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
107,6,绑架诈骗,1,客服诈骗,0,14,654.5,12.540244632623384
108,7,身份盗窃,7,身份盗窃,1,57,160.75438596491227,12.540244632623384
109,1,客服诈骗,1,客服诈骗,1,1184,7.73902027027027,0.606557546287627
110,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
111,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
112,1,客服诈骗,1,客服诈骗,1,1184,7.73902027027027,0.606557546287627
113,1,客服诈骗,2,银行诈骗,0,571,16.047285464098074,1.2577305338083196
114,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
115,1,客服诈骗,1,客服诈骗,1,1184,7.73902027027027,0.606557546287627
116,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
117,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
118,6,绑架诈骗,6,绑架诈骗,1,227,40.36563876651982,3.163718655526654
119,3,投资诈骗,3,投资诈骗,1,679,13.494845360824742,1.0576791381510315
120,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
121,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
122,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
123,1,客服诈骗,1,客服诈骗,1,1184,7.73902027027027,0.606557546287627
124,5,彩票诈骗,5,彩票诈骗,1,326,28.107361963190183,2.202957468725615
125,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
126,3,投资诈骗,3,投资诈骗,1,679,13.494845360824742,1.0576791381510315
127,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
128,4,钓鱼诈骗,1,客服诈骗,0,126,72.72222222222223,5.699715355591671
129,3,投资诈骗,3,投资诈骗,1,679,13.494845360824742,1.0576791381510315
130,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
131,6,绑架诈骗,6,绑架诈骗,1,227,40.36563876651982,3.163718655526654
132,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
133,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
134,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
135,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
136,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
137,3,投资诈骗,3,投资诈骗,1,679,13.494845360824742,1.0576791381510315
138,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
139,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
140,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
141,4,钓鱼诈骗,1,客服诈骗,0,126,72.72222222222223,5.699715355591671
142,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
143,3,投资诈骗,3,投资诈骗,1,679,13.494845360824742,1.0576791381510315
144,2,银行诈骗,2,银行诈骗,1,1018,9.00098231827112,0.7054657512814838
145,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
146,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
147,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
148,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
149,1,客服诈骗,1,客服诈骗,1,1184,7.73902027027027,0.606557546287627
150,2,银行诈骗,2,银行诈骗,1,1018,9.00098231827112,0.7054657512814838
151,1,客服诈骗,2,银行诈骗,0,571,16.047285464098074,1.2577305338083196
152,5,彩票诈骗,5,彩票诈骗,1,326,28.107361963190183,2.202957468725615
153,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
154,2,银行诈骗,2,银行诈骗,1,1018,9.00098231827112,0.7054657512814838
155,4,钓鱼诈骗,4,钓鱼诈骗,1,252,36.361111111111114,2.8498576777958355
156,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
157,2,银行诈骗,2,银行诈骗,1,1018,9.00098231827112,0.7054657512814838
158,2,银行诈骗,2,银行诈骗,1,1018,9.00098231827112,0.7054657512814838
159,1,客服诈骗,1,客服诈骗,1,1184,7.73902027027027,0.606557546287627
160,1,客服诈骗,1,客服诈骗,1,1184,7.73902027027027,0.606557546287627
161,6,绑架诈骗,6,绑架诈骗,1,227,40.36563876651982,3.163718655526654
162,3,投资诈骗,3,投资诈骗,1,679,13.494845360824742,1.0576791381510315
163,4,钓鱼诈骗,4,钓鱼诈骗,1,252,36.361111111111114,2.8498576777958355
164,5,彩票诈骗,5,彩票诈骗,1,326,28.107361963190183,2.202957468725615
165,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
166,1,客服诈骗,2,银行诈骗,0,571,16.047285464098074,1.2577305338083196
167,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
168,5,彩票诈骗,5,彩票诈骗,1,326,28.107361963190183,2.202957468725615
169,1,客服诈骗,1,客服诈骗,1,1184,7.73902027027027,0.606557546287627
170,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
171,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
172,1,客服诈骗,2,银行诈骗,0,571,16.047285464098074,1.2577305338083196
173,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
174,1,客服诈骗,7,身份盗窃,0,571,16.047285464098074,1.2577305338083196
175,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
176,2,银行诈骗,2,银行诈骗,1,1018,9.00098231827112,0.7054657512814838
177,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
178,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
179,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
180,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
181,1,客服诈骗,2,银行诈骗,0,571,16.047285464098074,1.2577305338083196
182,3,投资诈骗,3,投资诈骗,1,679,13.494845360824742,1.0576791381510315
183,1,客服诈骗,1,客服诈骗,1,1184,7.73902027027027,0.606557546287627
184,2,银行诈骗,2,银行诈骗,1,1018,9.00098231827112,0.7054657512814838
185,5,彩票诈骗,5,彩票诈骗,1,326,28.107361963190183,2.202957468725615
186,4,钓鱼诈骗,4,钓鱼诈骗,1,252,36.361111111111114,2.8498576777958355
187,3,投资诈骗,3,投资诈骗,1,679,13.494845360824742,1.0576791381510315
188,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
189,5,彩票诈骗,2,银行诈骗,0,34,269.5,12.540244632623384
190,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
191,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
192,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
193,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
194,4,钓鱼诈骗,4,钓鱼诈骗,1,252,36.361111111111114,2.8498576777958355
195,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
196,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
197,2,银行诈骗,2,银行诈骗,1,1018,9.00098231827112,0.7054657512814838
198,1,客服诈骗,2,银行诈骗,0,571,16.047285464098074,1.2577305338083196
199,3,投资诈骗,3,投资诈骗,1,679,13.494845360824742,1.0576791381510315
200,5,彩票诈骗,5,彩票诈骗,1,326,28.107361963190183,2.202957468725615
201,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
202,5,彩票诈骗,5,彩票诈骗,1,326,28.107361963190183,2.202957468725615
203,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
204,1,客服诈骗,6,绑架诈骗,0,571,16.047285464098074,1.2577305338083196
205,2,银行诈骗,1,客服诈骗,0,396,23.13888888888889,1.8135457949609861
206,2,银行诈骗,2,银行诈骗,1,1018,9.00098231827112,0.7054657512814838
207,1,客服诈骗,1,客服诈骗,1,1184,7.73902027027027,0.606557546287627
208,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
209,6,绑架诈骗,6,绑架诈骗,1,227,40.36563876651982,3.163718655526654
210,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
211,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
212,7,身份盗窃,2,银行诈骗,0,28,327.25,12.540244632623384
213,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
214,3,投资诈骗,3,投资诈骗,1,679,13.494845360824742,1.0576791381510315
215,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
216,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
217,1,客服诈骗,2,银行诈骗,0,571,16.047285464098074,1.2577305338083196
218,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
219,3,投资诈骗,3,投资诈骗,1,679,13.494845360824742,1.0576791381510315
220,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
221,1,客服诈骗,1,客服诈骗,1,1184,7.73902027027027,0.606557546287627
222,3,投资诈骗,3,投资诈骗,1,679,13.494845360824742,1.0576791381510315
223,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
224,4,钓鱼诈骗,4,钓鱼诈骗,1,252,36.361111111111114,2.8498576777958355
225,2,银行诈骗,1,客服诈骗,0,396,23.13888888888889,1.8135457949609861
226,1,客服诈骗,1,客服诈骗,1,1184,7.73902027027027,0.606557546287627
227,1,客服诈骗,4,钓鱼诈骗,0,571,16.047285464098074,1.2577305338083196
228,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
229,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
230,1,客服诈骗,1,客服诈骗,1,1184,7.73902027027027,0.606557546287627
231,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
232,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
233,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
234,5,彩票诈骗,5,彩票诈骗,1,326,28.107361963190183,2.202957468725615
235,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
236,2,银行诈骗,2,银行诈骗,1,1018,9.00098231827112,0.7054657512814838
237,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
238,2,银行诈骗,2,银行诈骗,1,1018,9.00098231827112,0.7054657512814838
239,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
240,1,客服诈骗,1,客服诈骗,1,1184,7.73902027027027,0.606557546287627
241,2,银行诈骗,2,银行诈骗,1,1018,9.00098231827112,0.7054657512814838
242,3,投资诈骗,3,投资诈骗,1,679,13.494845360824742,1.0576791381510315
243,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
244,1,客服诈骗,2,银行诈骗,0,571,16.047285464098074,1.2577305338083196
245,1,客服诈骗,1,客服诈骗,1,1184,7.73902027027027,0.606557546287627
246,2,银行诈骗,2,银行诈骗,1,1018,9.00098231827112,0.7054657512814838
247,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
248,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
249,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
250,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
251,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
252,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
253,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
254,4,钓鱼诈骗,1,客服诈骗,0,126,72.72222222222223,5.699715355591671
255,7,身份盗窃,1,客服诈骗,0,28,327.25,12.540244632623384
256,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
257,2,银行诈骗,2,银行诈骗,1,1018,9.00098231827112,0.7054657512814838
258,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
259,3,投资诈骗,3,投资诈骗,1,679,13.494845360824742,1.0576791381510315
260,3,投资诈骗,3,投资诈骗,1,679,13.494845360824742,1.0576791381510315
261,3,投资诈骗,3,投资诈骗,1,679,13.494845360824742,1.0576791381510315
262,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
263,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
264,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
265,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
266,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
267,2,银行诈骗,4,钓鱼诈骗,0,396,23.13888888888889,1.8135457949609861
268,1,客服诈骗,1,客服诈骗,1,1184,7.73902027027027,0.606557546287627
269,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
270,2,银行诈骗,2,银行诈骗,1,1018,9.00098231827112,0.7054657512814838
271,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
272,4,钓鱼诈骗,1,客服诈骗,0,126,72.72222222222223,5.699715355591671
273,1,客服诈骗,1,客服诈骗,1,1184,7.73902027027027,0.606557546287627
274,1,客服诈骗,1,客服诈骗,1,1184,7.73902027027027,0.606557546287627
275,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
276,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
277,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
278,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
279,2,银行诈骗,2,银行诈骗,1,1018,9.00098231827112,0.7054657512814838
280,2,银行诈骗,7,身份盗窃,0,396,23.13888888888889,1.8135457949609861
281,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
282,1,客服诈骗,1,客服诈骗,1,1184,7.73902027027027,0.606557546287627
283,1,客服诈骗,2,银行诈骗,0,571,16.047285464098074,1.2577305338083196
284,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
285,2,银行诈骗,2,银行诈骗,1,1018,9.00098231827112,0.7054657512814838
286,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
287,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
288,1,客服诈骗,1,客服诈骗,1,1184,7.73902027027027,0.606557546287627
289,2,银行诈骗,2,银行诈骗,1,1018,9.00098231827112,0.7054657512814838
290,1,客服诈骗,1,客服诈骗,1,1184,7.73902027027027,0.606557546287627
291,2,银行诈骗,2,银行诈骗,1,1018,9.00098231827112,0.7054657512814838
292,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
293,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
294,3,投资诈骗,3,投资诈骗,1,679,13.494845360824742,1.0576791381510315
295,1,客服诈骗,1,客服诈骗,1,1184,7.73902027027027,0.606557546287627
296,4,钓鱼诈骗,4,钓鱼诈骗,1,252,36.361111111111114,2.8498576777958355
297,1,客服诈骗,1,客服诈骗,1,1184,7.73902027027027,0.606557546287627
298,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
299,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
300,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
301,4,钓鱼诈骗,4,钓鱼诈骗,1,252,36.361111111111114,2.8498576777958355
302,1,客服诈骗,7,身份盗窃,0,571,16.047285464098074,1.2577305338083196
303,2,银行诈骗,2,银行诈骗,1,1018,9.00098231827112,0.7054657512814838
304,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
305,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
306,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
307,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
308,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
309,2,银行诈骗,2,银行诈骗,1,1018,9.00098231827112,0.7054657512814838
310,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
311,6,绑架诈骗,6,绑架诈骗,1,227,40.36563876651982,3.163718655526654
312,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
313,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
314,3,投资诈骗,3,投资诈骗,1,679,13.494845360824742,1.0576791381510315
315,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
316,1,客服诈骗,1,客服诈骗,1,1184,7.73902027027027,0.606557546287627
317,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
318,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
319,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
320,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
321,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
322,1,客服诈骗,1,客服诈骗,1,1184,7.73902027027027,0.606557546287627
323,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
324,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
325,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
326,4,钓鱼诈骗,2,银行诈骗,0,126,72.72222222222223,5.699715355591671
327,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
328,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
329,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
330,3,投资诈骗,3,投资诈骗,1,679,13.494845360824742,1.0576791381510315
331,2,银行诈骗,2,银行诈骗,1,1018,9.00098231827112,0.7054657512814838
332,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
333,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
334,3,投资诈骗,3,投资诈骗,1,679,13.494845360824742,1.0576791381510315
335,1,客服诈骗,1,客服诈骗,1,1184,7.73902027027027,0.606557546287627
336,2,银行诈骗,2,银行诈骗,1,1018,9.00098231827112,0.7054657512814838
337,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
338,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
339,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
340,4,钓鱼诈骗,4,钓鱼诈骗,1,252,36.361111111111114,2.8498576777958355
341,0,正常通话,0,正常通话,1,4226,2.1682442025556083,0.16993945452071713
342,1,客服诈骗,2,银行诈骗,0,571,16.047285464098074,1.2577305338083196
343,1,客服诈骗,2,银行诈骗,0,571,16.047285464098074,1.2577305338083196
