sample_id,label,correct_stage1,ipw
312,0,1,0.6842740177582072
313,0,1,0.6842740177582072
314,1,1,0.6841122890846647
315,0,1,0.6842740177582072
316,1,1,0.6841122890846647
317,0,1,0.6842740177582072
318,0,1,0.6842740177582072
319,0,1,0.6842740177582072
320,0,1,0.6842740177582072
321,0,1,0.6842740177582072
322,1,1,0.6841122890846647
323,0,1,0.6842740177582072
324,0,1,0.6842740177582072
325,0,1,0.6842740177582072
326,1,1,0.6841122890846647
327,0,1,0.6842740177582072
328,0,1,0.6842740177582072
329,0,1,0.6842740177582072
330,1,1,0.6841122890846647
331,1,1,0.6841122890846647
332,0,1,0.6842740177582072
333,0,1,0.6842740177582072
334,1,1,0.6841122890846647
335,1,1,0.6841122890846647
336,1,1,0.6841122890846647
337,0,1,0.6842740177582072
338,0,1,0.6842740177582072
339,0,1,0.6842740177582072
340,1,1,0.6841122890846647
341,0,1,0.6842740177582072
342,1,1,0.6841122890846647
343,1,1,0.6841122890846647
344,1,1,0.6841122890846647
345,0,1,0.6842740177582072
346,0,1,0.6842740177582072
347,1,1,0.6841122890846647
348,0,1,0.6842740177582072
349,0,1,0.6842740177582072
350,1,1,0.6841122890846647
351,1,1,0.6841122890846647
352,0,1,0.6842740177582072
353,0,1,0.6842740177582072
354,0,1,0.6842740177582072
355,0,1,0.6842740177582072
356,0,1,0.6842740177582072
357,0,1,0.6842740177582072
358,1,1,0.6841122890846647
359,0,1,0.6842740177582072
360,0,1,0.6842740177582072
361,1,1,0.6841122890846647
362,1,1,0.6841122890846647
363,1,1,0.6841122890846647
364,1,1,0.6841122890846647
365,0,1,0.6842740177582072
366,1,1,0.6841122890846647
367,1,1,0.6841122890846647
368,1,1,0.6841122890846647
369,1,1,0.6841122890846647
370,1,1,0.6841122890846647
371,0,1,0.6842740177582072
372,1,1,0.6841122890846647
373,1,1,0.6841122890846647
374,1,1,0.6841122890846647
375,1,1,0.6841122890846647
376,1,1,0.6841122890846647
377,1,1,0.6841122890846647
378,0,1,0.6842740177582072
379,0,1,0.6842740177582072
380,0,1,0.6842740177582072
381,1,1,0.6841122890846647
382,0,1,0.6842740177582072
383,1,1,0.6841122890846647
384,0,1,0.6842740177582072
385,1,1,0.6841122890846647
386,0,1,0.6842740177582072
387,1,1,0.6841122890846647
388,0,1,0.6842740177582072
389,0,1,0.6842740177582072
390,1,1,0.6841122890846647
391,0,1,0.6842740177582072
392,1,1,0.6841122890846647
393,0,1,0.6842740177582072
394,0,1,0.6842740177582072
395,0,1,0.6842740177582072
396,1,1,0.6841122890846647
397,1,1,0.6841122890846647
398,1,1,0.6841122890846647
399,0,1,0.6842740177582072
400,1,1,0.6841122890846647
401,1,1,0.6841122890846647
402,1,1,0.6841122890846647
403,1,1,0.6841122890846647
404,0,1,0.6842740177582072
405,0,1,0.6842740177582072
406,0,1,0.6842740177582072
407,1,1,0.6841122890846647
408,0,1,0.6842740177582072
409,0,1,0.6842740177582072
410,1,1,0.6841122890846647
411,0,1,0.6842740177582072
412,1,1,0.6841122890846647
413,0,1,0.6842740177582072
414,0,1,0.6842740177582072
415,1,1,0.6841122890846647
416,0,1,0.6842740177582072
417,1,1,0.6841122890846647
418,0,1,0.6842740177582072
419,1,1,0.6841122890846647
420,0,1,0.6842740177582072
421,1,1,0.6841122890846647
422,1,1,0.6841122890846647
423,1,1,0.6841122890846647
424,1,1,0.6841122890846647
425,0,1,0.6842740177582072
426,1,1,0.6841122890846647
427,0,1,0.6842740177582072
428,1,1,0.6841122890846647
429,1,1,0.6841122890846647
430,0,1,0.6842740177582072
431,0,1,0.6842740177582072
432,1,1,0.6841122890846647
433,1,1,0.6841122890846647
434,0,1,0.6842740177582072
435,0,1,0.6842740177582072
436,1,1,0.6841122890846647
437,1,1,0.6841122890846647
438,1,1,0.6841122890846647
439,1,1,0.6841122890846647
440,1,1,0.6841122890846647
441,0,1,0.6842740177582072
442,0,1,0.6842740177582072
443,0,1,0.6842740177582072
444,1,1,0.6841122890846647
445,0,1,0.6842740177582072
446,0,1,0.6842740177582072
447,1,1,0.6841122890846647
448,1,1,0.6841122890846647
449,0,1,0.6842740177582072
450,1,1,0.6841122890846647
451,1,1,0.6841122890846647
452,1,1,0.6841122890846647
453,1,1,0.6841122890846647
454,1,1,0.6841122890846647
455,0,1,0.6842740177582072
456,0,1,0.6842740177582072
457,1,1,0.6841122890846647
458,0,1,0.6842740177582072
459,1,1,0.6841122890846647
460,0,1,0.6842740177582072
461,1,1,0.6841122890846647
462,0,1,0.6842740177582072
463,1,1,0.6841122890846647
464,1,1,0.6841122890846647
465,0,1,0.6842740177582072
466,1,1,0.6841122890846647
467,1,1,0.6841122890846647
468,1,1,0.6841122890846647
469,1,1,0.6841122890846647
470,0,1,0.6842740177582072
471,1,1,0.6841122890846647
472,1,1,0.6841122890846647
473,1,1,0.6841122890846647
474,0,1,0.6842740177582072
475,0,1,0.6842740177582072
476,1,1,0.6841122890846647
477,1,1,0.6841122890846647
478,1,1,0.6841122890846647
479,0,1,0.6842740177582072
480,0,1,0.6842740177582072
481,0,1,0.6842740177582072
482,1,1,0.6841122890846647
483,1,1,0.6841122890846647
484,1,1,0.6841122890846647
485,1,1,0.6841122890846647
486,0,1,0.6842740177582072
487,0,1,0.6842740177582072
488,1,1,0.6841122890846647
489,0,1,0.6842740177582072
490,1,1,0.6841122890846647
491,1,1,0.6841122890846647
492,1,1,0.6841122890846647
493,1,1,0.6841122890846647
494,0,1,0.6842740177582072
495,1,1,0.6841122890846647
496,1,1,0.6841122890846647
497,0,1,0.6842740177582072
498,1,1,0.6841122890846647
499,0,1,0.6842740177582072
500,0,1,0.6842740177582072
501,0,1,0.6842740177582072
502,1,1,0.6841122890846647
503,0,1,0.6842740177582072
504,0,1,0.6842740177582072
505,1,1,0.6841122890846647
506,1,1,0.6841122890846647
507,1,1,0.6841122890846647
508,1,1,0.6841122890846647
509,1,1,0.6841122890846647
510,0,1,0.6842740177582072
511,1,1,0.6841122890846647
512,1,1,0.6841122890846647
513,1,1,0.6841122890846647
514,1,1,0.6841122890846647
515,0,1,0.6842740177582072
516,1,1,0.6841122890846647
517,0,1,0.6842740177582072
518,0,1,0.6842740177582072
519,0,1,0.6842740177582072
520,1,1,0.6841122890846647
521,1,1,0.6841122890846647
522,1,1,0.6841122890846647
523,1,1,0.6841122890846647
524,0,1,0.6842740177582072
525,1,1,0.6841122890846647
526,0,1,0.6842740177582072
527,1,1,0.6841122890846647
528,1,1,0.6841122890846647
529,1,1,0.6841122890846647
530,1,1,0.6841122890846647
531,0,1,0.6842740177582072
532,0,1,0.6842740177582072
533,1,1,0.6841122890846647
534,0,1,0.6842740177582072
535,1,1,0.6841122890846647
536,1,1,0.6841122890846647
537,0,1,0.6842740177582072
538,1,1,0.6841122890846647
539,1,1,0.6841122890846647
540,0,1,0.6842740177582072
541,1,1,0.6841122890846647
542,1,1,0.6841122890846647
543,0,1,0.6842740177582072
544,0,1,0.6842740177582072
545,1,1,0.6841122890846647
546,1,1,0.6841122890846647
547,1,1,0.6841122890846647
548,0,1,0.6842740177582072
549,1,1,0.6841122890846647
550,1,1,0.6841122890846647
551,1,1,0.6841122890846647
552,1,1,0.6841122890846647
553,1,1,0.6841122890846647
554,0,1,0.6842740177582072
555,0,1,0.6842740177582072
556,1,1,0.6841122890846647
557,1,1,0.6841122890846647
558,0,1,0.6842740177582072
559,0,1,0.6842740177582072
560,1,1,0.6841122890846647
561,1,1,0.6841122890846647
562,1,1,0.6841122890846647
563,0,1,0.6842740177582072
564,1,1,0.6841122890846647
565,1,1,0.6841122890846647
566,0,1,0.6842740177582072
567,0,1,0.6842740177582072
568,1,1,0.6841122890846647
569,1,1,0.6841122890846647
570,1,1,0.6841122890846647
571,1,1,0.6841122890846647
572,1,1,0.6841122890846647
573,1,1,0.6841122890846647
574,0,1,0.6842740177582072
575,1,1,0.6841122890846647
576,1,1,0.6841122890846647
577,0,1,0.6842740177582072
578,1,1,0.6841122890846647
579,0,1,0.6842740177582072
580,0,1,0.6842740177582072
581,0,1,0.6842740177582072
582,0,1,0.6842740177582072
583,1,1,0.6841122890846647
584,1,1,0.6841122890846647
585,1,1,0.6841122890846647
586,1,1,0.6841122890846647
587,1,1,0.6841122890846647
588,0,1,0.6842740177582072
589,0,1,0.6842740177582072
590,1,1,0.6841122890846647
591,0,1,0.6842740177582072
592,1,1,0.6841122890846647
593,1,1,0.6841122890846647
594,1,1,0.6841122890846647
595,0,1,0.6842740177582072
596,1,1,0.6841122890846647
597,1,1,0.6841122890846647
598,1,1,0.6841122890846647
599,1,1,0.6841122890846647
600,1,1,0.6841122890846647
601,1,1,0.6841122890846647
602,0,1,0.6842740177582072
603,0,1,0.6842740177582072
604,1,1,0.6841122890846647
605,0,1,0.6842740177582072
606,0,1,0.6842740177582072
607,1,1,0.6841122890846647
608,0,1,0.6842740177582072
609,0,1,0.6842740177582072
610,1,1,0.6841122890846647
611,1,1,0.6841122890846647
612,0,1,0.6842740177582072
613,1,1,0.6841122890846647
614,0,1,0.6842740177582072
615,1,1,0.6841122890846647
616,1,1,0.6841122890846647
617,0,1,0.6842740177582072
618,0,1,0.6842740177582072
619,1,1,0.6841122890846647
620,1,1,0.6841122890846647
621,1,1,0.6841122890846647
622,1,1,0.6841122890846647
623,0,1,0.6842740177582072
624,1,1,0.6841122890846647
625,0,1,0.6842740177582072
626,0,1,0.6842740177582072
627,1,1,0.6841122890846647
628,1,1,0.6841122890846647
629,0,1,0.6842740177582072
630,1,1,0.6841122890846647
631,0,1,0.6842740177582072
632,1,1,0.6841122890846647
633,0,1,0.6842740177582072
634,1,1,0.6841122890846647
635,0,1,0.6842740177582072
636,0,1,0.6842740177582072
637,0,1,0.6842740177582072
638,1,1,0.6841122890846647
639,1,1,0.6841122890846647
640,1,1,0.6841122890846647
641,1,1,0.6841122890846647
642,1,1,0.6841122890846647
643,1,1,0.6841122890846647
644,0,1,0.6842740177582072
645,0,1,0.6842740177582072
646,0,1,0.6842740177582072
647,0,1,0.6842740177582072
648,0,1,0.6842740177582072
649,1,1,0.6841122890846647
650,0,1,0.6842740177582072
651,1,1,0.6841122890846647
652,1,1,0.6841122890846647
653,0,1,0.6842740177582072
654,1,1,0.6841122890846647
655,1,1,0.6841122890846647
656,0,1,0.6842740177582072
657,1,1,0.6841122890846647
658,0,1,0.6842740177582072
659,1,1,0.6841122890846647
660,1,1,0.6841122890846647
661,1,1,0.6841122890846647
662,1,1,0.6841122890846647
663,1,1,0.6841122890846647
664,0,1,0.6842740177582072
665,1,1,0.6841122890846647
666,0,1,0.6842740177582072
667,0,1,0.6842740177582072
668,0,1,0.6842740177582072
669,0,1,0.6842740177582072
670,1,1,0.6841122890846647
671,0,1,0.6842740177582072
672,1,1,0.6841122890846647
673,1,1,0.6841122890846647
674,1,1,0.6841122890846647
675,1,1,0.6841122890846647
676,1,1,0.6841122890846647
677,0,1,0.6842740177582072
678,1,1,0.6841122890846647
679,1,1,0.6841122890846647
680,1,1,0.6841122890846647
681,1,1,0.6841122890846647
682,1,1,0.6841122890846647
683,0,1,0.6842740177582072
684,1,1,0.6841122890846647
685,1,1,0.6841122890846647
686,1,1,0.6841122890846647
687,1,1,0.6841122890846647
688,0,1,0.6842740177582072
689,0,1,0.6842740177582072
690,1,1,0.6841122890846647
691,1,1,0.6841122890846647
692,0,1,0.6842740177582072
693,1,1,0.6841122890846647
694,0,1,0.6842740177582072
695,1,1,0.6841122890846647
696,1,1,0.6841122890846647
697,1,1,0.6841122890846647
698,1,1,0.6841122890846647
699,0,1,0.6842740177582072
700,0,1,0.6842740177582072
701,1,1,0.6841122890846647
702,0,1,0.6842740177582072
703,1,1,0.6841122890846647
704,1,1,0.6841122890846647
705,1,1,0.6841122890846647
706,0,1,0.6842740177582072
707,1,1,0.6841122890846647
708,1,1,0.6841122890846647
709,1,1,0.6841122890846647
710,0,1,0.6842740177582072
711,0,1,0.6842740177582072
712,0,1,0.6842740177582072
713,0,1,0.6842740177582072
714,1,1,0.6841122890846647
715,0,1,0.6842740177582072
716,0,1,0.6842740177582072
717,0,1,0.6842740177582072
718,0,1,0.6842740177582072
719,0,1,0.6842740177582072
720,0,1,0.6842740177582072
721,0,1,0.6842740177582072
722,1,1,0.6841122890846647
723,1,1,0.6841122890846647
724,1,1,0.6841122890846647
725,1,1,0.6841122890846647
726,1,1,0.6841122890846647
727,1,1,0.6841122890846647
728,1,1,0.6841122890846647
729,1,1,0.6841122890846647
730,1,1,0.6841122890846647
731,0,1,0.6842740177582072
732,0,1,0.6842740177582072
733,0,1,0.6842740177582072
734,0,1,0.6842740177582072
735,1,1,0.6841122890846647
736,1,1,0.6841122890846647
737,1,1,0.6841122890846647
738,1,1,0.6841122890846647
739,0,1,0.6842740177582072
740,1,1,0.6841122890846647
741,1,1,0.6841122890846647
742,1,1,0.6841122890846647
743,1,1,0.6841122890846647
744,1,1,0.6841122890846647
745,0,1,0.6842740177582072
746,0,1,0.6842740177582072
747,1,1,0.6841122890846647
748,0,1,0.6842740177582072
749,1,1,0.6841122890846647
750,0,1,0.6842740177582072
751,1,1,0.6841122890846647
752,1,1,0.6841122890846647
753,1,1,0.6841122890846647
754,1,1,0.6841122890846647
755,1,1,0.6841122890846647
756,1,1,0.6841122890846647
757,1,1,0.6841122890846647
758,0,1,0.6842740177582072
759,1,1,0.6841122890846647
760,0,1,0.6842740177582072
761,1,1,0.6841122890846647
762,0,1,0.6842740177582072
763,0,1,0.6842740177582072
764,1,1,0.6841122890846647
765,1,1,0.6841122890846647
766,0,1,0.6842740177582072
767,1,1,0.6841122890846647
768,0,1,0.6842740177582072
769,1,1,0.6841122890846647
770,0,1,0.6842740177582072
771,0,1,0.6842740177582072
772,1,1,0.6841122890846647
773,1,1,0.6841122890846647
774,1,1,0.6841122890846647
775,1,1,0.6841122890846647
776,0,1,0.6842740177582072
777,1,1,0.6841122890846647
778,0,1,0.6842740177582072
779,1,1,0.6841122890846647
780,0,1,0.6842740177582072
781,0,1,0.6842740177582072
782,1,1,0.6841122890846647
783,0,1,0.6842740177582072
784,0,1,0.6842740177582072
785,0,1,0.6842740177582072
786,1,1,0.6841122890846647
787,1,1,0.6841122890846647
788,1,1,0.6841122890846647
789,1,1,0.6841122890846647
790,0,1,0.6842740177582072
791,0,1,0.6842740177582072
792,1,1,0.6841122890846647
793,0,1,0.6842740177582072
794,1,1,0.6841122890846647
795,0,1,0.6842740177582072
796,0,1,0.6842740177582072
797,0,1,0.6842740177582072
798,0,1,0.6842740177582072
799,1,1,0.6841122890846647
800,0,1,0.6842740177582072
801,1,1,0.6841122890846647
802,0,1,0.6842740177582072
803,0,1,0.6842740177582072
804,1,1,0.6841122890846647
805,0,1,0.6842740177582072
806,1,1,0.6841122890846647
807,0,1,0.6842740177582072
808,0,1,0.6842740177582072
809,1,1,0.6841122890846647
810,1,1,0.6841122890846647
811,1,1,0.6841122890846647
812,1,1,0.6841122890846647
813,0,1,0.6842740177582072
814,1,1,0.6841122890846647
815,1,1,0.6841122890846647
816,0,1,0.6842740177582072
817,1,1,0.6841122890846647
818,1,1,0.6841122890846647
819,1,1,0.6841122890846647
820,1,1,0.6841122890846647
821,1,1,0.6841122890846647
822,1,1,0.6841122890846647
823,1,1,0.6841122890846647
824,0,1,0.6842740177582072
825,1,1,0.6841122890846647
826,1,1,0.6841122890846647
827,0,1,0.6842740177582072
828,1,1,0.6841122890846647
829,0,1,0.6842740177582072
830,1,1,0.6841122890846647
831,1,1,0.6841122890846647
832,1,1,0.6841122890846647
833,0,1,0.6842740177582072
834,0,1,0.6842740177582072
835,1,1,0.6841122890846647
836,1,1,0.6841122890846647
837,1,1,0.6841122890846647
838,0,1,0.6842740177582072
839,0,1,0.6842740177582072
840,1,1,0.6841122890846647
841,0,1,0.6842740177582072
842,1,1,0.6841122890846647
843,0,1,0.6842740177582072
844,1,1,0.6841122890846647
845,1,1,0.6841122890846647
846,0,1,0.6842740177582072
847,0,1,0.6842740177582072
848,1,1,0.6841122890846647
849,1,1,0.6841122890846647
850,1,1,0.6841122890846647
851,1,1,0.6841122890846647
852,1,1,0.6841122890846647
853,1,1,0.6841122890846647
854,1,1,0.6841122890846647
855,0,1,0.6842740177582072
856,0,1,0.6842740177582072
857,0,1,0.6842740177582072
858,0,1,0.6842740177582072
859,0,1,0.6842740177582072
860,1,1,0.6841122890846647
861,0,1,0.6842740177582072
862,0,1,0.6842740177582072
863,1,1,0.6841122890846647
864,0,1,0.6842740177582072
865,0,1,0.6842740177582072
866,0,1,0.6842740177582072
867,1,1,0.6841122890846647
868,0,1,0.6842740177582072
869,0,1,0.6842740177582072
870,1,1,0.6841122890846647
871,1,1,0.6841122890846647
872,1,1,0.6841122890846647
873,1,1,0.6841122890846647
874,1,1,0.6841122890846647
875,0,1,0.6842740177582072
876,0,1,0.6842740177582072
877,0,1,0.6842740177582072
878,0,1,0.6842740177582072
879,1,1,0.6841122890846647
880,1,1,0.6841122890846647
881,1,1,0.6841122890846647
882,1,1,0.6841122890846647
883,1,1,0.6841122890846647
884,0,1,0.6842740177582072
885,1,1,0.6841122890846647
886,1,1,0.6841122890846647
887,1,1,0.6841122890846647
888,0,1,0.6842740177582072
889,0,1,0.6842740177582072
890,0,1,0.6842740177582072
891,0,1,0.6842740177582072
892,1,1,0.6841122890846647
893,0,1,0.6842740177582072
894,0,1,0.6842740177582072
895,0,1,0.6842740177582072
896,0,1,0.6842740177582072
897,0,1,0.6842740177582072
898,0,1,0.6842740177582072
899,1,1,0.6841122890846647
900,1,1,0.6841122890846647
901,1,1,0.6841122890846647
902,0,1,0.6842740177582072
903,1,1,0.6841122890846647
904,0,1,0.6842740177582072
905,1,1,0.6841122890846647
906,1,1,0.6841122890846647
907,0,1,0.6842740177582072
908,1,1,0.6841122890846647
909,1,1,0.6841122890846647
910,0,1,0.6842740177582072
911,1,1,0.6841122890846647
912,1,1,0.6841122890846647
913,0,1,0.6842740177582072
914,1,1,0.6841122890846647
915,1,1,0.6841122890846647
916,1,1,0.6841122890846647
917,0,1,0.6842740177582072
918,0,1,0.6842740177582072
919,1,1,0.6841122890846647
920,1,1,0.6841122890846647
921,1,1,0.6841122890846647
922,1,1,0.6841122890846647
923,0,1,0.6842740177582072
924,1,1,0.6841122890846647
925,0,1,0.6842740177582072
926,1,1,0.6841122890846647
927,0,1,0.6842740177582072
928,1,1,0.6841122890846647
929,0,1,0.6842740177582072
